Z,N,symbol, jp, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc
22,37,Ti,(5/2-),0.0285,0.0025,B-,100,,,,,,,
22,38,Ti,0+,0.022,0.002,B-,100,,B-2N,,,B-N,,
22,39,Ti,(1/2-),0.015,0.004,B-,100,,B-2N,,,B-N,,
22,40,Ti,0+,0.00000062,,B-,,,B-N,,,,,
22,41,Ti,,0.00000036,,B-N,,,B-,,,,,
22,42,Ti,0+,,,B-,100,,B-3N,,,B-2N,,
23,19,V,,0.000000055,,P,,,,,,,,
23,20,V,,0.0793,0.0024,EC+B+,100,,ECP,,,,,
23,21,V,(2)+,0.111,0.007,EC+B+,100,,ECA,,,,,
23,22,V,7/2-,0.547,0.006,EC+B+,100,,,,,,,
23,23,V,0+,0.4225,0.00011,EC+B+,100,,,,,,,
23,24,V,3/2-,1956,18,EC+B+,100,,,,,,,
23,25,V,4+,1380153.6,259.2,EC+B+,100,,,,,,,
23,26,V,7/2-,28512000,1296000,EC,100,,,,,,,
23,27,V,6+,8.36E+24,5.36E+23,EC+B+,99.3,0.7,B-,0.7,0.7,,,
23,28,V,7/2-,,,,,,,,,,,
23,29,V,3+,224.58,0.3,B-,100,,,,,,,
23,30,V,7/2-,92.58,0.84,B-,100,,,,,,,
23,31,V,3+,49.8,0.5,B-,100,,,,,,,
23,32,V,(7/2-),6.54,0.15,B-,100,,,,,,,
23,33,V,1+,0.216,0.004,B-,100,,B-N,,,,,
23,34,V,(7/2-),0.32,0.03,B-,100,,B-N,,,,,
23,35,V,(1+),0.191,0.01,B-,100,,B-N,,,,,
23,36,V,(5/2- 3/2-),0.097,0.002,B-,100,,B-N,0.03,,,,
23,37,V,,0.122,0.018,B-,100,,B-N,,,B-2N,,
23,38,V,(3/2- 5/2-),0.0483,0.001,B-,100,,B-N,10,,B-2N,,
23,39,V,,0.0336,0.0023,B-,100,,B-N,,,,,
23,40,V,7/2-,0.017,0.003,B-,100,,B-N,35,,,,
23,41,V,(0 1 2),0.015,0.002,B-,100,,B-N,,,B-2N,,
23,42,V,,0.00000036,,B-,100,,B-N,,,,,
23,43,V,,0.00000036,,B-,,,B-N,,,,,
23,44,V,,0.00000062,,B-,,,B-2N,,,B-N,,
24,18,Cr,0+,0.0133,0.001,EC+B+,100,,ECP,94.4,5,,,
24,19,Cr,(3/2+),0.0212,0.0007,EC+B+,100,,ECP,79.3,3,EC2P,11.6,1
24,20,Cr,0+,0.0428,0.0006,EC+B+,100,,ECP,12,2,,,
24,21,Cr,(7/2-),0.0609,0.0004,B+,100,,B+P,34.4,0.8,,,
24,22,Cr,0+,0.26,0.06,EC+B+,100,,,,,,,
24,23,Cr,3/2-,0.5,0.015,EC+B+,100,,,,,,,
24,24,Cr,0+,77616,108,EC+B+,100,,,,,,,
24,25,Cr,5/2-,2538,6,EC+B+,100,,,,,,,
24,26,Cr,0+,4.10E+25,,2EC,,,,,,,,
24,27,Cr,7/2-,2393625.6,345.6,EC,100,,,,,,,
24,28,Cr,0+,,,,,,,,,,,
24,29,Cr,3/2-,,,,,,,,,,,
24,30,Cr,0+,,,,,,,,,,,
24,31,Cr,3/2-,209.82,0.18,B-,100,,,,,,,
24,32,Cr,0+,356.4,6,B-,100,,,,,,,
24,33,Cr,(3/2)-,21.1,1,B-,100,,,,,,,
24,34,Cr,0+,7,0.3,B-,100,,,,,,,
24,35,Cr,(1/2-),0.74,0.28,B-,100,,,,,,,
24,36,Cr,0+,0.49,0.01,B-,100,,B-N,,,,,
24,37,Cr,(5/2-),0.234,0.011,B-,100,,B-N,,,,,
24,38,Cr,0+,0.206,0.012,B-,100,,B-N,,,,,
24,39,Cr,1/2-,0.129,0.002,B-,100,,B-N,,,,,
24,40,Cr,0+,0.0429,0.001,B-,100,,B-N,,,,,
24,41,Cr,(1/2-),0.027,0.003,B-,100,,,,,,,
24,42,Cr,0+,0.024,0.002,B-,100,,,,,,,
24,43,Cr,,,,,,,,,,,,
24,44,Cr,0+,0.00000036,,B-,100,,B-N,0,,,,
24,45,Cr,,0.00000062,,B-2N,,,B-N,,,B-,,
24,46,Cr,0+,0.00000062,,B-,,,B-N,,,B-2N,,
25,19,Mn,,0.000000105,,EC,,,P,,,,,
25,20,Mn,,,,,,,,,,,,
25,21,Mn,(4+),0.0362,0.0004,EC+B+,100,,ECP,57,0.8,,,
25,22,Mn,(5/2-),0.1,0.05,EC+B+,100,,ECP,3.4,0.9,,,
25,23,Mn,4+,0.1577,0.0022,EC+B+,100,,B+P,0.28,0.04,B+A,0.0006,
25,24,Mn,5/2-,0.382,0.007,EC+B+,100,,,,,,,
25,25,Mn,0+,0.28319,0.0001,EC+B+,100,,,,,,,
25,26,Mn,5/2-,2772,6,EC+B+,100,,,,,,,
25,27,Mn,6+,483062.4,259.2,EC+B+,100,,,,,,,
25,28,Mn,7/2-,1.17E+14,1.26E+13,EC,100,,,,,,,
25,29,Mn,3+,26974080,17280,EC+B+,100,,B-,0.000093,,,,
25,30,Mn,5/2-,,,,,,,,,,,
25,31,Mn,3+,9284.04,0.36,B-,100,,,,,,,
25,32,Mn,5/2-,85.4,1.8,B-,100,,,,,,,
25,33,Mn,1+,3,0.1,B-,100,,,,,,,
25,34,Mn,5/2-,4.59,0.05,B-,100,,,,,,,
25,35,Mn,1+,0.28,0.02,IT,100,,B-,100,,,,
25,36,Mn,5/2(-),0.709,0.008,B-,100,,B-N,0.2,,,,
25,37,Mn,(1+),0.092,0.013,B-,100,,B-N,,,,,
25,38,Mn,5/2-,0.275,0.004,B-,100,,B-N,,,,,
25,39,Mn,1(+),0.09,0.004,B-,100,,B-N,2.7,0.6,,,
25,40,Mn,(5/2-),0.092,0.001,B-,100,,B-N,7.9,,,,
25,41,Mn,,0.065,0.002,B-,100,,,,,,,
25,42,Mn,(5/2-),0.047,0.002,B-,100,,B-N,,,,,
25,43,Mn,>3,0.028,0.003,B-,100,,B-N,0,,,,
25,44,Mn,(5/2-),0.016,0.003,B-,100,,,,,,,
25,45,Mn,,0.0199,0.0017,B-,100,,B-N,50,20,,,
25,46,Mn,,,,,,,,,,,,
25,47,Mn,,0.00000062,,B-,,,B-N,,,B-2N,,
25,48,Mn,,,,B-,100,,B-3N,,,B-N,,
26,19,Fe,(3/2+),0.00189,0.00035,2P,57,10,EC+B+,43,10,B+P,43,10
26,20,Fe,0+,0.013,0.002,EC+B+,100,,ECP,78.7,3.8,,,
26,21,Fe,(7/2-),0.0218,0.0007,EC+B+,100,,ECP,0,,EC2P,,
26,22,Fe,0+,0.0455,0.0008,EC+B+,100,,ECP,15.3,0.8,,,
26,23,Fe,(7/2-),0.0647,0.0003,EC+B+,100,,B+P,56.7,0.4,,,
26,24,Fe,0+,0.152,0.0006,EC+B+,100,,ECP,0,,,,
26,25,Fe,5/2-,0.305,0.002,EC+B+,100,,,,,,,
26,26,Fe,0+,29790,28.8,EC+B+,100,,,,,,,
26,27,Fe,7/2-,510.6,1.2,EC+B+,100,,,,,,,
26,28,Fe,0+,,,,,,,,,,,
26,29,Fe,3/2-,86592204.87,284012.3338,EC,100,,,,,,,
26,30,Fe,0+,,,,,,,,,,,
26,31,Fe,1/2-,,,,,,,,,,,
26,32,Fe,0+,,,,,,,,,,,
26,33,Fe,3/2-,3843936,777.6,B-,100,,,,,,,
26,34,Fe,0+,8.27E+13,1.26E+12,B-,100,,,,,,,
26,35,Fe,(3/2-),358.8,3.6,B-,100,,,,,,,
26,36,Fe,0+,68,2,B-,100,,,,,,,
26,37,Fe,(5/2-),6.1,0.6,B-,100,,,,,,,
26,38,Fe,0+,2,0.4,B-,100,,,,,,,
26,39,Fe,(1/2-),0.81,0.05,B-,100,,,,,,,
26,40,Fe,0+,0.44,0.06,B-,100,,,,,,,
26,41,Fe,(5/2+),0.6,0.15,B-,100,,,,,,,
26,42,Fe,0+,0.188,0.004,B-,100,,B-N,0,,,,
26,43,Fe,,0.11,0.005,B-,100,,,,,,,
26,44,Fe,0+,0.065,0.006,B-,100,,B-N,,,,,
26,45,Fe,,0.0357,0.002,B-,100,,B-N,,,B-2N,,
26,46,Fe,0+,0.00000015,,B-,100,,B-N,27.6,,,,
26,47,Fe,,0.0129,0.0016,B-,100,,B-N,,,B-2N,,
26,48,Fe,0+,0.0082,0.00485,B-,,,B-N,,,B-2N,,
26,49,Fe,,0.00000062,,B-,,,B-N,,,B-2N,,
26,50,Fe,0+,,,B-,100,,B-N,,,B-2N,,
27,21,Co,,,,P,,,,,,,,
27,23,Co,(6+),0.0388,0.0002,EC+B+,100,,ECP,70.5,0.7,EC2P,,
27,24,Co,7/2-,0.0688,0.0019,EC+B+,100,,ECP,3.8,,,,
27,25,Co,(6+),0.104,0.007,EC+B+,100,,B+P,,,,,
27,26,Co,(7/2-),0.24,0.009,EC+B+,100,,,,,,,
27,27,Co,0+,0.19328,0.00007,EC+B+,100,,,,,,,
27,28,Co,7/2-,63108,108,EC+B+,100,,,,,,,
27,29,Co,4+,6673190.4,2246.4,EC+B+,100,,,,,,,
27,30,Co,7/2-,23478336,5184,EC,100,,,,,,,
27,31,Co,2+,6122304,5184,EC+B+,100,,,,,,,
27,32,Co,7/2-,,,,,,,,,,,
27,33,Co,5+,166344192,12096,B-,100,,,,,,,
27,34,Co,7/2-,5936.4,18,B-,100,,,,,,,
27,35,Co,(2)+,92.4,6,B-,100,,,,,,,
27,36,Co,7/2-,27.4,0.5,B-,100,,,,,,,
27,37,Co,1+,0.3,0.03,B-,100,,,,,,,
27,38,Co,(7/2)-,1.16,0.03,B-,100,,,,,,,
27,39,Co,(3+),0.2,0.02,B-,100,,,,,,,
27,40,Co,(7/2-),0.425,0.02,B-,100,,,,,,,
27,41,Co,(7-),0.2,0.02,B-,100,,,,,,,
27,42,Co,(7/2-),0.227,0.011,B-,100,,,,,,,
27,43,Co,(6- 7-),0.112,0.007,B-,100,,B-N,,,,,
27,44,Co,(7/2-),0.08,0.003,B-,100,,B-N,16,2,,,
27,45,Co,[6- 7-],0.0599,0.0017,B-,100,,B-N,6,,,,
27,46,Co,,0.0407,0.0013,B-,100,,B-N,22,8,B-2N,,
27,47,Co,,0.0313,0.0015,B-,100,,B-N,18,15,B-2N,,
27,48,Co,,0.03,0.011,B-,100,,B-N,16,,B-2N,,
27,49,Co,,0.0217,0.0057,B-,100,,B-N,,,B-2N,,
27,50,Co,,0.013,0.00575,B-,100,,B-N,,,B-2N,,
27,51,Co,,,,B-,100,,B-N,,,B-2N,,
28,20,Ni,0+,0.0021,0.001,2P,70,20,B+P,30,20,,,
28,21,Ni,,0.0075,0.001,EC+B+,100,,B+P,83,13,,,
28,22,Ni,0+,0.0185,0.0012,EC+B+,100,,ECP,73,6,EC2P,14,5
28,23,Ni,(7/2-),0.0238,0.0002,EC+B+,100,,ECP,87.2,0.8,EC2P,0.5,0.2
28,24,Ni,0+,0.0408,0.0002,EC+B+,100,,B+P,31.4,1.5,,,
28,25,Ni,(7/2-),0.0552,0.0007,EC+B+,100,,ECP,23.4,1,,,
28,26,Ni,0+,0.1142,0.0003,EC+B+,100,,,,,,,
28,27,Ni,7/2-,0.2037,0.002,EC+B+,100,,,,,,,
28,28,Ni,0+,524880,864,EC+B+,100,,,,,,,
28,29,Ni,3/2-,128160,216,EC+B+,100,,,,,,,
28,30,Ni,0+,,,,,,,,,,,
28,31,Ni,3/2-,2.40E+12,1.58E+11,EC+B+,100,,,,,,,
28,32,Ni,0+,,,,,,,,,,,
28,33,Ni,3/2-,,,,,,,,,,,
28,34,Ni,0+,,,,,,,,,,,
28,35,Ni,1/2-,3193560909,47335388.96,B-,100,,,,,,,
28,36,Ni,0+,,,,,,,,,,,
28,37,Ni,5/2-,9063,1.8,B-,100,,,,,,,
28,38,Ni,0+,196560,1080,B-,100,,,,,,,
28,39,Ni,(1/2)-,21,1,B-,100,,,,,,,
28,40,Ni,0+,29,2,B-,100,,,,,,,
28,41,Ni,(9/2+),11.4,0.3,B-,100,,B-N,,,,,
28,42,Ni,0+,6,0.3,B-,100,,,,,,,
28,43,Ni,(9/2+),2.56,0.03,B-,100,,,,,,,
28,44,Ni,0+,1.57,0.05,B-,100,,,,,,,
28,45,Ni,(9/2+),0.84,0.03,B-,100,,B-N,,,,,
28,46,Ni,0+,0.5077,0.0046,B-,100,,B-N,,,,,
28,47,Ni,,0.344,0.025,B-,100,,B-N,10,2.8,,,
28,48,Ni,0+,0.238,0.0165,B-,100,,B-N,,,,,
28,49,Ni,(9/2+),0.1589,0.0042,B-,100,,B-N,26,16,B-2N,,
28,50,Ni,0+,0.11,0.08,B-,100,,B-N,,,,,
28,51,Ni,,0.043,0.00805,B-,100,,B-N,,,B-2N,,
28,52,Ni,0+,0.024,0.0215,B-,100,,B-N,,,B-2N,,
28,53,Ni,,,,B-,100,,B-N,,,B-2N,,
28,54,Ni,,,,,,,,,,,,
29,24,Cu,,0.00000013,,P,,,,,,,,
29,25,Cu,3+,0.000000075,,P,,,,,,,,
29,26,Cu,(3/2-),0.0559,0.0018,EC+B+,100,,ECP,,,,,
29,27,Cu,(4+),0.0804,0.0008,EC+B+,100,,ECP,0.4,0.12,,,
29,28,Cu,3/2-,0.1963,0.0007,EC+B+,100,,,,,,,
29,29,Cu,1+,3.204,0.007,EC+B+,100,,,,,,,
29,30,Cu,3/2-,81.5,0.5,EC+B+,100,,,,,,,
29,31,Cu,2+,1422,24,EC+B+,100,,,,,,,
29,32,Cu,3/2-,12020.4,28.8,EC+B+,100,,,,,,,
29,33,Cu,1+,580.2,1.8,EC+B+,100,,,,,,,
29,34,Cu,3/2-,,,,,,,,,,,
29,35,Cu,1+,45722.16,7.2,EC+B+,61.5,0.3,B-,38.5,0.3,,,
29,36,Cu,3/2-,,,,,,,,,,,
29,37,Cu,1+,307.2,0.84,B-,100,,,,,,,
29,38,Cu,3/2-,222588,432,B-,100,,,,,,,
29,39,Cu,1+,30.9,0.6,B-,100,,,,,,,
29,40,Cu,3/2-,171,9,B-,100,,,,,,,
29,41,Cu,6-,44.5,0.2,B-,100,,,,,,,
29,42,Cu,3/2(-),19.4,1.6,B-,100,,,,,,,
29,43,Cu,-2,6.63,0.03,B-,100,,,,,,,
29,44,Cu,3/2-,4.2,0.3,B-,100,,B-N,,,,,
29,45,Cu,2-,1.63,0.05,B-,100,,B-N,0,,,,
29,46,Cu,5/2(-),1.224,0.003,B-,100,,B-N,3.5,0.6,,,
29,47,Cu,,0.641,0.006,B-,100,,B-N,3,2,,,
29,48,Cu,5/2-,0.4698,0.002,B-,100,,B-N,30.1,2,,,
29,49,Cu,(4- 5- 6-),0.335,0.011,B-,100,,B-N,65,8,,,
29,50,Cu,,0.241,0.0032,B-,100,,B-N,66,12,B-2N,,
29,51,Cu,,0.1136,0.006,B-,100,,B-2N,,,B-N,,
29,52,Cu,,0.0732,0.0068,B-,100,,B-N,,,B-2N,,
29,53,Cu,,0.033,0.0065,B-,100,,B-N,,,B-2N,,
29,54,Cu,,,,B-,100,,B-4N,,,B-N,,
30,24,Zn,0+,0.00159,0.000475,2P,92,,,,,,,
30,25,Zn,,0.0198,0.0013,EC+B+,100,,ECP,91,5.1,,,
30,26,Zn,0+,0.0324,0.0011,EC+B+,100,,ECP,88,2.6,,,
30,27,Zn,(7/2-),0.04,0.01,EC+B+,100,,B+P,65,,,,
30,28,Zn,0+,0.0867,0.0024,EC+B+,100,,ECP,3,,,,
30,29,Zn,3/2-,0.1786,0.0018,EC+B+,100,,ECP,0.1,0.03,,,
30,30,Zn,0+,142.8,3,EC+B+,100,,,,,,,
30,31,Zn,3/2-,89.1,0.2,EC+B+,100,,,,,,,
30,32,Zn,0+,33094.8,54,EC+B+,100,,,,,,,
30,33,Zn,3/2-,2308.2,3,EC+B+,100,,,,,,,
30,34,Zn,0+,,,,,,,,,,,
30,35,Zn,5/2-,21075552,7776,EC+B+,100,,,,,,,
30,36,Zn,0+,,,,,,,,,,,
30,37,Zn,5/2-,,,,,,,,,,,
30,38,Zn,0+,,,,,,,,,,,
30,39,Zn,1/2-,3384,54,B-,100,,,,,,,
30,40,Zn,0+,1.20E+26,,2B-,100,,2B-,,,,,
30,41,Zn,1/2-,145.2,6,B-,100,,,,,,,
30,42,Zn,0+,167400,360,B-,100,,,,,,,
30,43,Zn,1/2-,24.5,0.2,B-,100,,,,,,,
30,44,Zn,0+,95.6,1.2,B-,100,,,,,,,
30,45,Zn,(7/2+),10.2,0.2,B-,100,,,,,,,
30,46,Zn,0+,5.7,0.3,B-,100,,,,,,,
30,47,Zn,7/2+,2.08,0.05,B-,100,,,,,,,
30,48,Zn,0+,1.47,0.15,B-,100,,,,,,,
30,49,Zn,9/2+,0.746,0.042,B-,100,,B-N,1.7,0.5,,,
30,50,Zn,0+,0.5619,0.003,B-,100,,B-N,1,0.5,,,
30,51,Zn,(5/2+),0.32,0.05,B-,100,,B-N,7.5,3,,,
30,52,Zn,0+,0.166,0.011,B-,100,,B-N,69,7,,,
30,53,Zn,,0.117,0.02,B-,100,,B-N,,,,,
30,54,Zn,0+,0.0536,0.0081,B-,100,,B-N,73,26,B-2N,,
30,55,Zn,,0.000000637,,B-,,,B-N,,,B-2N,,
31,28,Ga,,0.000000043,,P,,,,,,,,
31,29,Ga,(2+),0.07,0.013,EC+B+,100,,B+P,1.6,0.7,B+A,0.023,0.02
31,30,Ga,3/2-,0.167,0.003,EC+B+,100,,ECP,0.25,,,,
31,31,Ga,0+,0.116121,0.000021,EC+B+,100,,ECP,,,,,
31,32,Ga,3/2-,32.4,0.5,EC+B+,100,,,,,,,
31,33,Ga,0+,157.62,0.72,EC+B+,100,,,,,,,
31,34,Ga,3/2-,912,12,EC+B+,100,,,,,,,
31,35,Ga,0+,34164,108,EC+B+,100,,,,,,,
31,36,Ga,3/2-,281810.88,43.2,EC,100,,,,,,,
31,37,Ga,1+,4062.6,4.8,EC+B+,100,,,,,,,
31,38,Ga,3/2-,,,,,,,,,,,
31,39,Ga,1+,1268.4,3,B-,99.59,0.05,EC,0.41,0.05,,,
31,40,Ga,3/2-,,,,,,,,,,,
31,41,Ga,3-,50760,72,B-,100,,,,,,,
31,42,Ga,1/2-,17496,108,B-,100,,,,,,,
31,43,Ga,(3-),487.2,7.2,B-,100,,,,,,,
31,44,Ga,3/2-,126,2,B-,100,,,,,,,
31,45,Ga,(2+ 3+),32.6,0.6,B-,100,,,,,,,
31,46,Ga,3/2(-),13.2,0.2,B-,100,,,,,,,
31,47,Ga,(3+),5.09,0.05,B-,100,,,,,,,
31,48,Ga,3/2(-),2.848,0.003,B-,100,,B-N,0.089,0.019,,,
31,49,Ga,6(-),1.9,0.1,B-,100,,B-N,0.86,0.07,,,
31,50,Ga,(5/2-),1.217,0.005,B-,100,,B-N,11.9,0.7,,,
31,51,Ga,(2-),0.6,0.002,B-,100,,B-N,22.2,2,,,
31,52,Ga,,0.3081,0.001,B-,100,,B-N,62.8,2.5,,,
31,53,Ga,(0-),0.0952,0.0024,B-,100,,B-N,46,5,B-2N,1.6,0.2
31,54,Ga,(5/2-),0.092,0.004,B-,100,,B-N,35,,,,
31,55,Ga,,0.043,0.018,B-,100,,B-N,60,10,B-2N,20,10
31,56,Ga,,0.000000634,,B-,100,,B-N,,,B-2N,,
32,27,Ge,,0.0133,0.0017,2P,0.2,,EC+B+,,,,,
32,28,Ge,0+,0.00000011,,EC+B+,,,ECP,,,,,
32,29,Ge,(3/2-),0.044,0.006,EC+B+,100,,ECP,62,,,,
32,30,Ge,0+,0.129,0.035,EC+B+,100,,ECP,,,,,
32,31,Ge,3/2-,0.15,0.009,EC+B+,100,,,,,,,
32,32,Ge,0+,63.7,2.5,EC+B+,100,,ECP,,,,,
32,33,Ge,3/2-,30.9,0.5,EC+B+,100,,ECP,0.011,0.003,,,
32,34,Ge,0+,8136,180,EC+B+,100,,,,,,,
32,35,Ge,1/2-,1134,18,EC+B+,100,,,,,,,
32,36,Ge,0+,23408352,11232,EC,100,,,,,,,
32,37,Ge,5/2-,140580,360,EC+B+,100,,,,,,,
32,38,Ge,0+,,,,,,,,,,,
32,39,Ge,1/2-,987552,2592,EC,100,,,,,,,
32,40,Ge,0+,,,,,,,,,,,
32,41,Ge,9/2+,,,,,,,,,,,
32,42,Ge,0+,,,,,,,,,,,
32,43,Ge,1/2-,4966.8,2.4,B-,100,,,,,,,
32,44,Ge,0+,,,,,,,,,,,
32,45,Ge,7/2+,40359.6,10.8,B-,100,,,,,,,
32,46,Ge,0+,5280,60,B-,100,,,,,,,
32,47,Ge,(1/2)-,18.98,0.03,B-,100,,,,,,,
32,48,Ge,0+,29.5,0.4,B-,100,,,,,,,
32,49,Ge,(9/2+),7.6,0.6,B-,100,,,,,,,
32,50,Ge,0+,4,0.7,B-,100,,,,,,,
32,51,Ge,(5/2)+,1.85,0.06,B-,100,,B-N,,,,,
32,52,Ge,0+,0.954,0.014,B-,100,,B-N,10.2,0.9,,,
32,53,Ge,(3/2+ 5/2+),0.503,0.018,B-,100,,B-N,16.5,2.3,B-2N,,
32,54,Ge,0+,0.226,0.021,B-,100,,B-N,45,15,,,
32,55,Ge,(5/2+),0.14,,B-,100,,B-N,,,,,
32,56,Ge,0+,0.0000003,,B-,,,B-N,,,,,
32,57,Ge,,,,B-,100,,B-N,,,B-2N,,
32,58,Ge,0+,,,B-,100,,B-2N,,,B-N,,
33,30,As,3/2-,0.000000043,,P,,,,,,,,
33,31,As,,0.069,0.0014,EC+B+,100,,ECP,,,,,
33,32,As,,0.128,0.016,EC+B+,100,,,,,,,
33,33,As,[0+],0.09577,0.00023,EC+B+,100,,,,,,,
33,34,As,(5/2-),42.5,1.2,EC+B+,100,,,,,,,
33,35,As,3+,151.6,0.8,EC+B+,100,,,,,,,
33,36,As,5/2-,912,12,EC+B+,100,,,,,,,
33,37,As,4+,3156,18,EC+B+,100,,,,,,,
33,38,As,5/2-,235080,252,EC+B+,100,,,,,,,
33,39,As,2-,93600,360,EC+B+,100,,,,,,,
33,40,As,3/2-,6937920,5184,EC,100,,,,,,,
33,41,As,2-,1535328,1728,EC+B+,66,2,B-,34,2,,,
33,42,As,3/2-,,,,,,,,,,,
33,43,As,2-,94464,324,B-,100,,,,,,,
33,44,As,3/2-,139644,180,B-,100,,,,,,,
33,45,As,2-,5442,12,B-,100,,,,,,,
33,46,As,3/2-,540.6,9,B-,100,,,,,,,
33,47,As,1+,15.2,0.2,B-,100,,,,,,,
33,48,As,3/2-,33.3,0.8,B-,100,,,,,,,
33,49,As,(2-),19.1,0.5,B-,100,,,,,,,
33,50,As,(5/2-),13.4,0.4,B-,100,,,,,,,
33,51,As,(3-),4.2,0.5,B-,100,,B-N,0.18,0.1,,,
33,52,As,(3/2-),2.021,0.012,B-,100,,B-N,62.9,2,,,
33,53,As,,0.945,0.008,B-,100,,B-N,35.5,0.6,B-2N,,
33,54,As,(3/2-),0.484,0.04,B-,100,,B-N,15.4,2.2,,,
33,55,As,,0.2,0.145,B-,100,,B-N,,,,,
33,56,As,,,,B-,100,,B-N,,,B-2N,,
33,57,As,,,,B-,100,,B-N,,,,,
33,58,As,,,,B-,100,,B-N,,,,,
33,59,As,,,,B-,100,,,,,,,
34,29,Se,,0.0132,0.0039,EC+B+,100,,ECP,89,11,2P,0.5,
34,30,Se,0+,,,EC+B+,100,,ECP,,,,,
34,31,Se,(3/2-),0.033,0.004,EC+B+,100,,ECP,100,,,,
34,32,Se,0+,0.042,0.012,EC,100,,,,,,,
34,33,Se,(5/2-),0.133,0.004,EC+B+,100,,ECP,0.5,0.1,,,
34,34,Se,0+,35.5,0.7,EC+B+,100,,,,,,,
34,35,Se,1/2-,27.4,0.2,EC+B+,100,,ECP,0.052,0.008,,,
34,36,Se,0+,2466,18,EC+B+,100,,,,,,,
34,37,Se,(5/2-),284.4,3,EC+B+,100,,,,,,,
34,38,Se,0+,725760,6912,EC,100,,,,,,,
34,39,Se,9/2+,25740,324,EC+B+,100,,,,,,,
34,40,Se,0+,,,,,,,,,,,
34,41,Se,5/2+,10348992,4320,EC,100,,,,,,,
34,42,Se,0+,,,,,,,,,,,
34,43,Se,1/2-,,,,,,,,,,,
34,44,Se,0+,,,,,,,,,,,
34,45,Se,7/2+,1.03E+13,8.84E+11,B-,100,,,,,,,
34,46,Se,0+,,,2B-,,,,,,,,
34,47,Se,1/2-,1107,7.2,B-,100,,,,,,,
34,48,Se,0+,3.03E+27,3.16E+26,2B-,100,,,,,,,
34,49,Se,9/2+,1338,12,B-,100,,,,,,,
34,50,Se,0+,195.6,6,B-,100,,,,,,,
34,51,Se,(5/2)+,32.9,0.3,B-,100,,,,,,,
34,52,Se,0+,14.3,0.3,B-,100,,,,,,,
34,53,Se,(3/2+),5.5,0.14,B-,100,,B-N,0.36,0.08,,,
34,54,Se,0+,1.53,0.06,B-,100,,B-N,0.99,0.1,,,
34,55,Se,(5/2+),0.43,0.05,B-,100,,B-N,7.8,2.5,,,
34,56,Se,0+,0.195,0.08,B-,100,,B-N,,,,,
34,57,Se,,0.27,0.05,B-,100,,B-N,21,10,,,
34,58,Se,0+,,,B-,100,,,,,,,
34,59,Se,(1/2+),,,B-,100,,,,,,,
34,60,Se,0+,0.00000015,,B-,100,,,,,,,
34,61,Se,,0.000000392,,B-,,,B-N,,,B-2N,,
35,32,Br,,,,P,,,,,,,,
35,33,Br,,0.000000035,0.000000005,,,,,,,,,
35,34,Br,(5/2-),0.000000024,,P,100,,,,,,,
35,35,Br,0+,0.0791,0.0008,EC+B+,100,,,,,,,
35,36,Br,(5/2)-,21.4,0.6,EC+B+,100,,,,,,,
35,37,Br,1+,78.6,2.4,EC+B+,100,,,,,,,
35,38,Br,1/2-,204,12,EC+B+,100,,,,,,,
35,39,Br,(0-),1524,18,EC+B+,100,,,,,,,
35,40,Br,3/2-,5802,78,EC+B+,100,,,,,,,
35,41,Br,1-,58320,720,EC+B+,100,,,,,,,
35,42,Br,3/2-,205344,432,EC+B+,100,,,,,,,
35,43,Br,1+,387,2.4,EC+B+,99.99,,B-,0.01,,,,
35,44,Br,3/2-,,,,,,,,,,,
35,45,Br,1+,1060.8,1.2,B-,91.7,0.2,EC+B+,8.3,0.2,,,
35,46,Br,3/2-,,,,,,,,,,,
35,47,Br,5-,127015.2,25.2,B-,100,,,,,,,
35,48,Br,3/2-,8546.4,14.4,B-,100,,,,,,,
35,49,Br,2-,1905.6,4.8,B-,100,,,,,,,
35,50,Br,3/2-,174,3.6,B-,100,,,,,,,
35,51,Br,(1-),55.1,0.4,B-,100,,,,,,,
35,52,Br,(5/2-),55.68,0.12,B-,100,,B-N,2.6,0.04,,,
35,53,Br,(2-),16.34,0.08,B-,100,,B-N,6.58,0.18,,,
35,54,Br,(5/2-),4.357,0.022,B-,100,,B-N,13.7,0.6,,,
35,55,Br,,1.91,0.01,B-,100,,B-N,25.3,1.5,,,
35,56,Br,,0.543,0.004,B-,100,,B-N,19.5,2.6,,,
35,57,Br,,0.314,0.016,B-,100,,B-N,33.1,2.5,,,
35,58,Br,(5/2-),0.102,0.01,B-,100,,B-N,68,7,,,
35,59,Br,,0.07,0.02,B-,100,,B-N,68,16,,,
35,60,Br,,0.00000015,,B-,100,,B-N,34,,,,
35,61,Br,,0.00000015,,B-,100,,B-N,27.6,,,,
35,62,Br,,,,B-,100,,B-2N,,,B-N,,
35,63,Br,,,,B-,100,,B-3N,,,B-2N,,
35,66,Br,,,,B-,100,,B-3N,,,B-N,,
36,31,Kr,,0.0074,0.003,EC+B+,63,14,2P,37,14,,,
36,32,Kr,0+,0.0216,0.0033,EC+B+,100,,ECP,89,11,,,
36,33,Kr,(5/2-),0.028,0.001,EC+B+,100,,B+P,99,,,,
36,34,Kr,0+,0.04,0.006,EC+B+,100,,ECP,1.3,,,,
