Z,N,symbol, jp, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc
94,143,Pu,7/2-,3943296,3456,EC,99.9958,0.0004,A,0.0042,0.0004,,,
94,144,Pu,0+,2767542408,3155692.597,A,100,,SF,0.00000019,0.00000001,,,
94,145,Pu,1/2+,7.61E+11,946707779.2,A,100,,SF,3.10E-10,6.00E-11,,,
94,146,Pu,0+,2.07E+11,220898481.8,A,100,,SF,0.0000057,0.0000002,{+34}Si,1.30E-11,
94,147,Pu,5/2+,452179192.3,915150.8533,B-,99.998,,A,0.00247,,SF,2.40E-14,
94,148,Pu,0+,1.18E+13,63113851949,A,100,,SF,0.000553,0.000005,,,
94,149,Pu,7/2+,17841.6,10.8,B-,100,,,,,,,
94,150,Pu,0+,2.57E+15,9.47E+12,A,99.877,0.006,SF,0.123,0.006,,,
94,151,Pu,(9/2-),37944,216,B-,100,,,,,,,
94,152,Pu,0+,936576,1728,B-,100,,,,,,,
94,153,Pu,(1/2+),196128,19872,B-,100,,,,,,,
95,128,Am,,0.005,0.008,A,100,,,,,,,
95,134,Am,,0.9,1.4,A,91,,EC+B+,9,,,,
95,135,Am,,31,,EC,100,,SF,,,,,
95,137,Am,,79,2,EC,97,,A,3,,ECSF,0.069,0.01
95,138,Am,,192,48,EC+B+,95.5,1.5,A,4.5,1.5,,,
95,139,Am,,139.2,4.8,EC,100,,A,,,,,
95,140,Am,5/2-,618,36,EC,99.6,0.05,A,0.4,0.05,,,
95,141,Am,5-,216,12,EC,100,,A,0.004,,,,
95,142,Am,5/2(-),4416,48,EC+B+,99.975,0.003,A,0.025,0.003,,,
95,143,Am,1+,5880,120,EC+B+,100,,A,0.0001,0.00004,,,
95,144,Am,(5/2)-,42840,360,EC,99.99,0.001,A,0.01,0.001,,,
95,145,Am,(3-),182880,1080,EC,100,,A,0.00019,0.00007,,,
95,146,Am,5/2-,13651526177,18934155.58,A,100,,SF,3.60E-10,9.00E-11,,,
95,147,Am,1-,57636,72,B-,83,0.3,EC,17,0.3,A,0.0001,
95,148,Am,5/2-,2.32E+11,694252371.4,A,100,,SF,3.70E-09,9.00E-10,,,
95,149,Am,(6-),36360,360,B-,100,,,,,,,
95,150,Am,5/2+,7380,36,B-,100,,,,,,,
95,151,Am,(7-),2340,180,B-,100,,,,,,,
95,152,Am,(5/2),1380,78,B-,100,,,,,,,
95,153,Am,,,,,,,,,,,,
96,137,Cm,,23,9.5,EC+B+,80,10,A,20,10,,,
96,138,Cm,0+,51,12,SF,40,,A,40,,EC+B+,20,
96,139,Cm,,,,A,1.1,,,,,,,
96,140,Cm,0+,408,48,EC,82,2,A,18,2,,,
96,141,Cm,,,,A,1,,,,,,,
96,142,Cm,0+,7920,1440,EC,96.16,0.18,A,3.84,0.18,SF,0.048,0.002
96,143,Cm,(7/2-),9720,2880,EC,100,,A,0.001,,,,
96,144,Cm,0+,2332800,86400,A,99.5,,EC,0.5,,SF,0.0000039,0.0000008
96,145,Cm,1/2+,2833920,17280,EC,99,0.1,A,1,0.1,,,
96,146,Cm,0+,14072832,6912,A,100,,SF,0.0000062,0.0000003,34SI,1.00E-14,
96,147,Cm,5/2+,918306545.9,3155692.597,A,99.71,0.03,EC,0.29,0.03,SF,5.30E-09,9.00E-10
96,148,Cm,0+,571495929.4,946707.7792,A,100,,SF,0.000137,0.000002,,,
96,149,Cm,7/2+,2.66E+11,2335212522,A,100,,SF,0.0000006,0.00000008,,,
96,150,Cm,0+,1.49E+11,1262277039,A,99.97385,0.00007,SF,0.02615,0.00007,,,
96,151,Cm,9/2-,4.92E+14,1.58E+13,A,100,,,,,,,
96,152,Cm,0+,1.10E+13,1.89E+11,A,91.61,0.16,SF,8.39,0.16,,,
96,153,Cm,1/2+,3849,1.8,B-,100,,,,,,,
96,154,Cm,0+,2.62E+11,,SF,74,,A,18,,B-,8,
96,155,Cm,(1/2+),1008,12,B-,100,,,,,,,
97,136,Bk,,21,32.5,EC+B+,,,A,,,,,
97,137,Bk,,140,95,A,80,,EC,20,,,,
97,139,Bk,(4+ 6-),22,9.5,EC+B+,83,,A,17,,SF+EC+B+,4,2
97,141,Bk,,144,5,EC+B+,100,,SF+EC+B+,0.048,0.02,,,
97,142,Bk,(3/2- 7/2+),,,EC,99,,SF,1,,A,1,
97,143,Bk,,288,48,ECSF,0.002,0.0013,EC+B+,,,,,
97,144,Bk,(7/2+),276,24,A,,,EC+B+,,,,,
97,145,Bk,,420,78,EC+B+,99.5,0.5,A,0.5,0.5,,,
97,146,Bk,(3/2-),16560,720,EC+B+,99.85,,A,0.15,,,,
97,147,Bk,(4-),18072,108,EC,99.994,0.003,A,0.006,0.003,,,
97,148,Bk,(3/2-),428544,2592,EC,99.88,0.01,A,0.12,0.01,,,
97,149,Bk,2(-),155520,1728,EC+B+,100,,,,,,,
97,150,Bk,3/2-,43548557845,7889231494,A,100,,,,,,,
97,151,Bk,(6+ 8-),284012333.8,,,,,,,,,,
97,152,Bk,7/2+,28512000,345600,B-,99.99855,0.00008,A,0.00145,0.00008,SF,0.000000047,0.000000002
97,153,Bk,2-,11563.2,18,B-,100,,,,,,,
97,154,Bk,(3/2-),3360,60,B-,100,,,,,,,
98,138,Cf,,,,,,,,,,,,
98,139,Cf,,2.1,0.3,A,70,,SF,10,,,,
98,140,Cf,0+,0.0211,0.0013,SF,95,,A,5,,,,
98,141,Cf,,39,24.5,EC,,,A,,,,,
98,142,Cf,0+,57.6,9,A,98,,SF,2,,EC+B+,,
98,143,Cf,(7/2-),226.8,42,EC+B+,75,,A,25,,,,
98,144,Cf,0+,210,12,A,61,3,EC+B+,39,3,SF,0.014,
98,145,Cf,(1/2+),642,30,EC+B+,86,,A,14,,,,
98,146,Cf,0+,1164,36,A,100,,,,,,,
98,147,Cf,1/2+,2700,84,EC,64.9,4,A,35.1,4,,,
98,148,Cf,0+,128520,1800,A,100,,EC,0.004,,SF,0.00024,0.00004
98,149,Cf,(7/2+),11196,108,EC,99.965,0.005,A,0.035,0.005,,,
98,150,Cf,0+,28814400,241920,A,99.9971,0.0003,SF,0.0029,0.0003,,,
98,151,Cf,9/2-,11076481017,63113851.95,A,100,,SF,0.0000005,0.00000004,,,
98,152,Cf,0+,412764591.7,2840123.338,A,99.923,0.003,SF,0.077,0.003,,,
98,153,Cf,1/2+,28338119525,1388504743,A,100,,SF,,,,,
98,154,Cf,0+,83531183.05,94670.77792,A,96.898,0.003,SF,3.102,0.003,,,
98,155,Cf,(7/2+),1538784,6912,B-,99.69,0.04,A,0.31,0.04,,,
98,156,Cf,0+,5227200,17280,SF,99.69,0.02,A,0.31,0.02,,,
98,157,Cf,(7/2+),5100,1080,B-,100,,,,,,,
98,158,Cf,0+,738,72,SF,100,,A,0.000001,,,,
99,141,Es,(1+),6,2,A,70,10,EC+B+,30,10,ECSF,4.8,1.8
99,142,Es,,8,5.5,A,,,EC+B+,,,,,
99,143,Es,,17.8,1.6,A,57,3,EC+B+,43,3,,,
99,144,Es,(7/2+),21,2,A,61,6,EC+B+,39,6,SF,1,
99,145,Es,,37,4,EC,96,,A,4,,,,
99,146,Es,(3/2-),66.6,6,A,54,7,EC,46,7,,,
99,147,Es,,450,30,EC+B+,90.1,1.8,A,9.9,1.8,,,
99,148,Es,(3/2-),,,,,,,,,,,
99,149,Es,(2- 0+),1440,180,EC,99.7,0.3,A,0.25,,,,
99,150,Es,7/2+,6132,36,EC+B+,99.43,0.08,A,0.57,0.08,,,
99,151,Es,(6+),30960,360,EC,97,,A,3,,,,
99,152,Es,3/2-,118800,3600,EC,99.5,0.1,A,0.5,0.1,,,
99,153,Es,(5-),40754880,164160,A,78,2,EC,22,2,,,
99,154,Es,7/2+,1768608,2592,A,100,,SF,0.0000087,0.0000003,,,
99,155,Es,(7+),23820480,43200,A,100,,B-,0.000174,0.000008,SF,0.000003,
99,156,Es,(7/2+),3438720,103680,B-,92,0.4,A,8,0.4,SF,0.0041,0.0002
99,157,Es,(1+ 0-),1524,144,B-,100,,,,,,,
99,158,Es,,665280,17280,B-,,,SF,,,,,
100,141,Fm,,0.00073,0.00006,SF,78,,A,14,,EC,12,
100,142,Fm,0+,0.0008,0.0002,SF,100,,,,,,,
100,143,Fm,(7/2-),0.231,0.009,A,91,3,EC+B+,10,,SF,9,1
100,144,Fm,0+,0.00312,0.00008,SF,97,,EC,2,,A,1,
100,145,Fm,(1/2+),5.6,0.7,A,100,,EC+B+,11.5,,SF,0.3,
100,146,Fm,0+,1.54,0.04,A,93.2,0.6,SF,6.8,0.6,EC,1.3,
100,147,Fm,(7/2+),31,1,A,64,,EC+B+,36,,,,
100,148,Fm,0+,34.5,1.2,A,95,5,EC,5,5,SF,0.1,0.05
100,149,Fm,(7/2+),156,42,EC+B+,67,9,A,33,9,,,
100,150,Fm,0+,1800,180,A,90,,EC,10,,SF,0.0069,0.001
100,151,Fm,(9/2-),19080,288,EC,98.2,,A,1.8,0.13,,,
100,152,Fm,0+,91404,144,A,99.9977,0.0002,SF,0.0023,0.0002,,,
100,153,Fm,1/2+,259200,10368,EC,88,1,A,12,1,,,
100,154,Fm,0+,11664,7.2,A,99.9408,0.0003,SF,0.0592,0.0003,,,
100,155,Fm,7/2+,72252,252,A,100,,SF,0.000024,0.00001,,,
100,156,Fm,0+,9426,78,SF,91.9,0.3,A,8.1,0.3,,,
100,157,Fm,(9/2+),8683200,17280,A,99.79,0.004,SF,0.21,0.004,,,
100,158,Fm,0+,0.00037,0.000014,SF,100,,,,,,,
100,159,Fm,,1.5,0.2,SF,100,,,,,,,
101,143,Md,,0.38,0.14,A,100,,EC+B+,14,,,,
101,144,Md,(7/2-),0.33,0.115,A,100,,,,,,,
101,145,Md,,0.9,0.2,A,100,,SF,,,EC,,
101,146,Md,(7/2-),1.2,0.1,A,99.9,,SF,0.1,,,,
101,147,Md,,7,3,EC,80,10,A,20,10,,,
101,148,Md,(7/2-),21.7,2,A,60,,EC+B+,40,,,,
101,149,Md,,52,6,EC,93,3,A,7,3,,,
101,150,Md,7/2-,256.2,6.6,EC+B+,90,1,A,10,1,,,
101,151,Md,,138,48,EC,100,,,,,,,
101,152,Md,(7/2-),360,450,EC+B+,99.3,,A,0.7,,,,
101,153,Md,,600,180,EC+B+,100,,,,,,,
101,154,Md,(7/2-),1620,120,EC,93,1,A,7,1,,,
101,155,Md,(1-),4662,108,EC,90.8,0.7,A,9.2,0.7,SF,3,
101,156,Md,(7/2-),19872,180,EC,85,3,A,15,3,SF,1,
101,157,Md,(8-),4449600,25056,A,100,,,,,,,
101,158,Md,,5760,216,SF,100,,A,1.3,,,,
101,159,Md,,2747520,43200,SF,42,,A,25,,EC,23,
102,146,No,,0.000002,,,,,,,,,,
102,147,No,(5/2+),0.0381,0.0028,A,100,,SF,0.23,,EC+B+,,
102,148,No,0+,0.0000042,0.00000105,SF,100,,A,2,,,,
102,149,No,(7/2+),0.8,0.01,A,91,,SF,0.0014,,EC+B+,0,
102,150,No,0+,2.46,0.02,A,65.3,0.5,SF,33,0.8,EC+B+,1.7,0.9
102,151,No,(9/2-),97.2,9,A,55,3,EC+B+,45,3,,,
102,152,No,0+,51.2,0.4,A,90,1,EC,10,1,SF,0.17,0.02
102,153,No,(1/2+),211.2,12.6,EC+B+,70,5,A,30,5,,,
102,154,No,0+,2.91,0.05,A,99.47,0.06,SF,0.53,0.06,,,
102,155,No,(3/2+),24.5,0.5,A,85,15,EC,30,,SF,1.5,
102,156,No,0+,0.0012,0.0002,SF,100,,,,,,,
102,157,No,(9/2+),3480,300,A,75,4,EC+B+,25,4,SF,10,
102,158,No,0+,0.106,0.008,SF,100,,,,,,,
102,160,No,0+,0.005,,SF,100,,,,,,,
103,148,Lr,(7/2-),0.0244,0.00575,A,100,,,,,,,
103,149,Lr,,0.33,0.075,EC+B+,60,,A,40,,SF,2,
103,150,Lr,(7/2-),0.57,0.065,A,98.7,,SF,1.3,,,,
103,151,Lr,,18.1,1.8,A,71.7,1.9,EC+B+,28.3,1.9,SF,0.1,
103,152,Lr,[1/2-],31.1,1.1,A,99.7,0.1,EC,0.3,0.1,SF,0.1,
103,153,Lr,,27.9,1,A,85,10,EC,15,10,SF,0.03,
103,154,Lr,,4,,A,100,,EC,15,,SF,0.033,
103,155,Lr,,3.92,0.33,A,97.4,1.8,EC,2.6,1.8,,,
103,156,Lr,,6.2,0.3,A,78,2,SF,22,2,,,
103,157,Lr,,180,30,A,80,20,EC,40,,,,
103,158,Lr,,2340,720,SF,,,,,,,,
103,159,Lr,,14400,,SF,10,,EC+B+,,,A,,
103,161,Lr,,17640,6120,SF,100,,,,,,,
103,163,Lr,,39600,46800,SF,100,,,,,,,
104,149,Rf,(1/2+),0.0099,0.0012,SF,83,6,A,17,6,,,
104,150,Rf,0+,0.0000232,0.0000011,SF,100,,A,1.5,,,,
104,151,Rf,(9/2-),1.68,0.09,SF,58,9,A,42,9,EC+B+,1,
104,152,Rf,0+,0.00667,0.0001,SF,99.68,0.17,A,0.32,0.17,,,
104,153,Rf,(1/2+),4.4,0.55,A,79.3,1.4,EC,19.4,1.4,SF,1.3,0.3
104,154,Rf,0+,0.012,0.0012,SF,95.1,1.6,A,4.9,1.6,,,
104,155,Rf,,2.4,0.4,A,92,2,EC,15,,SF,8,2
104,156,Rf,0+,0.021,0.001,SF,100,,,,,,,
104,158,Rf,0+,2.3,0.4,SF,100,,,,,,,
104,159,Rf,,600,120,A,30,,SF,,,,,
104,161,Rf,,60,45,SF,100,,,,,,,
104,163,Rf,,4680,5040,SF,100,,A,33.3,,,,
105,150,Db,,1.6,0.5,A,80,,SF,20,,,,
105,151,Db,,1.6,0.4,A,70,11,EC,30,11,SF,,
105,152,Db,(9/2+),2.3,0.2,A,94,,SF,6,,,,
105,153,Db,(5+ 6+),4.3,0.5,A,77,8,EC+B+,23,8,,,
105,154,Db,[9/2+],0.51,0.16,A,,,,,,,,
105,155,Db,,1.52,0.13,A,90.4,0.6,SF,9.6,0.6,EC,2.5,
105,156,Db,,1.8,0.4,A,82,,SF,18,,,,
105,157,Db,,35,5,A,67,,,,,,,
105,158,Db,,27,8.5,SF,57,14,A,43,14,,,
105,161,Db,,1440,3420,SF,100,,A,,,EC,,
105,162,Db,,4740,3660,SF,100,,A,25,,,,
105,163,Db,,100800,10800,SF,100,,A,,,EC+B+,,
105,165,Db,,54000,25200,SF,100,,A,,,,,
106,152,Sg,0+,0.0025,0.0008,SF,90,10,A,20,,,,
106,153,Sg,,0.29,0.05,A,90,10,SF,20,,EC,13,
106,154,Sg,0+,0.0036,0.0009,SF,50,,A,50,,,,
106,155,Sg,,0.23,0.06,A,100,,SF,1,,,,
106,156,Sg,0+,0.0069,0.0028,SF,78,,A,22,,,,
106,157,Sg,,1,0.2,A,70,,SF,30,,,,
106,158,Sg,0+,0.037,0.019,SF,100,,A,36,,,,
106,160,Sg,0+,0.34,0.14,SF,100,,A,18,,,,
106,161,Sg,,84,39.5,SF,83,,A,17,,,,
106,163,Sg,,130,70,A,100,,SF,15,,,,
106,165,Sg,,96,59.5,A,50,,SF,50,,,,
107,153,Bh,,0.035,0.014,A,100,,SF,18,,EC,18,
107,154,Bh,,0.012,0.004,A,95,5,SF,10,,,,
107,155,Bh,,0.102,0.026,A,100,,,,,,,
107,156,Bh,,,,,,,,,,,,
107,157,Bh,,0.44,0.38,A,100,,,,,,,
107,158,Bh,,,,,,,,,,,,
107,159,Bh,,2.1,1.85,A,100,,SF,,,,,
107,160,Bh,,14,4.5,A,100,,SF,8,,,,
107,163,Bh,,60,162,A,100,,SF,,,,,
107,164,Bh,,1.5,1.7,A,100,,SF,25,,,,
107,165,Bh,,10.5,1.3,A,100,,,,,,,
107,167,Bh,,44,23.5,A,100,,SF,,,,,
107,171,Bh,,1140,1800,SF,100,,A,50,,,,
108,155,Hs,,,,A,100,,,,,,,
108,156,Hs,0+,0.0008,,SF,50,,A,50,,,,
108,157,Hs,,0.002,0.00025,A,100,,SF,1,,,,
108,158,Hs,0+,0.00297,0.000645,A,76,9,SF,24,9,,,
108,159,Hs,,0.043,0.0075,A,100,,,,,,,
108,160,Hs,0+,0.4,1,A,100,,,,,,,
108,161,Hs,,13,7,A,100,,SF,5,,,,
108,162,Hs,0+,7.6,3.55,A,50,,SF,50,,,,
108,163,Hs,,,,A,100,,SF,15,,,,
108,165,Hs,,0.51,0.215,A,100,,SF,12.5,,,,
108,167,Hs,,0.2,0.13,A,100,,SF,20,,,,
108,169,Hs,,0.003,0.008,SF,100,,A,50,,,,
108,170,Hs,0+,1140,1800,SF,100,,A,50,,,,
109,157,Mt,,0.0021,0.0007,A,75,,SF,25,,,,
109,159,Mt,,0.021,0.0065,A,100,,,,,,,
109,161,Mt,,0.48,0.42,A,100,,,,,,,
109,165,Mt,,0.44,0.49,A,100,,SF,,,,,
109,166,Mt,,0.02,0.0155,A,100,,SF,25,,,,
109,167,Mt,,0.69,0.08,A,100,,,,,,,
109,168,Mt,,0.004,0.0025,SF,100,,A,20,,,,
109,169,Mt,,4.5,2.4,A,100,,SF,,,,,
109,173,Mt,,66,174,A,100,,SF,50,,,,
110,157,Ds,,0.000003,0.000007,A,100,,,,,,,
110,159,Ds,,0.00018,0.000135,A,100,,SF,25,,,,
110,160,Ds,0+,0.0002,0.000055,A,100,,SF,,,,,
110,161,Ds,,0.0016,0.00035,A,100,,,,,,,
110,163,Ds,,0.00019,0.0001,A,100,,SF,17,,,,
110,167,Ds,,0.0035,0.00155,A,100,,SF,12.5,,,,
110,169,Ds,,0.216,0.04,SF,88.5,,A,12.5,,,,
110,170,Ds,0+,0.007,0.017,SF,100,,,,,,,
110,171,Ds,,12,3,SF,94,,A,6,,,,
110,172,Ds,0+,66,174,A,100,,SF,50,,,,
111,161,Rg,,0.0038,0.0011,A,100,,,,,,,
111,163,Rg,,0.012,0.011,A,100,,,,,,,
111,167,Rg,,0.0042,0.0046,A,100,,SF,,,,,
111,168,Rg,,0.09,0.105,A,100,,SF,25,,,,
111,169,Rg,,4.4,0.45,A,100,,,,,,,
111,170,Rg,,15,3.5,SF,82,,A,18,,,,
111,171,Rg,,100,50,A,100,,SF,,,,,
111,175,Rg,,660,1680,A,100,,SF,54,,,,
112,165,Cn,,0.00061,0.00032,A,100,,SF,17,,,,
112,169,Cn,,0.18,0.075,A,100,,SF,12.5,,,,
112,170,Cn,0+,0.00096,0.000275,SF,100,,A,7,,,,
112,171,Cn,,4.6,0.85,A,85,,SF,15,,,,
112,172,Cn,0+,0.108,0.017,SF,100,,A,3,,,,
112,173,Cn,,33,8,A,100,,SF,6,,,,
112,174,Cn,0+,660,1680,A,100,,SF,50,,,,
113,165,Nh,,0.0014,0.0012,A,100,,,,,,,
113,169,Nh,,0.07,0.085,A,100,,SF,,,,,
113,170,Nh,,0.07,0.085,A,100,,SF,25,,,,
113,171,Nh,,0.97,0.11,A,100,,,,,,,
113,172,Nh,,0.93,0.34,A,100,,SF,5,,,,
113,173,Nh,,9.5,4.5,A,100,,SF,,,,,
113,177,Nh,,2,5.5,A,100,,SF,50,,,,
114,170,Fl,0+,0.0025,0.0013,SF,100,,A,25,,,,
114,171,Fl,,0.101,0.043,A,100,,SF,12.5,,,,
114,172,Fl,0+,0.166,0.0335,A,60,,SF,40,,,,
114,173,Fl,,0.4,0.105,A,100,,SF,5,,,,
114,174,Fl,0+,0.64,0.12,A,100,,SF,3,,,,
114,175,Fl,,2.4,0.65,A,100,,SF,6,,,,
114,176,Fl,0+,19,50,EC+B+,100,,SF,50,,A,50,
115,172,Mc,,0.037,0.0285,A,100,,SF,25,,,,
115,173,Mc,,0.17,0.02,A,100,,,,,,,
115,174,Mc,,0.296,0.078,A,100,,SF,5,,,,
115,175,Mc,,0.65,0.345,A,100,,SF,,,,,
116,174,Lv,0+,0.0083,0.0027,A,100,,SF,8,,,,
116,175,Lv,,0.019,0.0115,A,100,,SF,20,,,,
116,176,Lv,0+,0.0128,0.00515,A,100,,SF,9,,,,
116,177,Lv,,0.095,0.045,A,100,,SF,12.5,,,,
116,178,Lv,0+,,,,,,,,,,,
117,176,Ts,,0.021,0.0055,A,100,,SF,6,,,,
117,177,Ts,,0.051,0.027,A,100,,,,,,,
118,176,Og,0+,0.00058,0.00031,A,100,,SF,20,,,,
